,Name,Gender,Age,Ethnicity,Family_Status,Number_Caretakers,State_Caretakers,Number_Siblings,Order_Among_Siblings,State_Residence,Country,State_Country,State,State_State,State_School,State_Teachers,State_Classmates,Academic_Level,Grade,Academic_Passion,Years_Failed,Commute_Distance,Commute_Method,Commute_Duration,State_Commute,Work,Work_Type,State_Work,Dropout
752,Maria Castelein,female,27,White,extended family,4,5,4,2,8,Netherlands,9.464,Zeeland,9,5,4,9,A,1,3,0,14.0,taxi,93,7,True,craftsmanship,1,True
753,Roman Antipenko,male,22,Black,biological family,2,1,2,1,4,Ukraine,2.875,Donecka,2,2,5,5,A,2,3,1,21.0,taxi,140,1,True,repetitive labour,2,False
754,Ross Ramos,male,42,Hispanic,biological family,5,4,3,1,6,United Kingdom,5.064,Cheshire,2,7,9,5,C−,10,9,1,24.5,train,210,4,True,repetitive labour,8,False
755,Yolanda Soto,female,77,Black,Abandonned,3,5,3,1,9,Spain,4.491,Castilla y León,4,8,6,2,A−,9,3,1,17.0,bus,170,3,True,craftsmanship,9,True
756,Agafiya Kozachuk,female,21,Arab,Adopted,3,9,4,2,3,Ukraine,2.875,Cherkaska,1,8,5,8,A+,L1,8,0,0.8,motorbike,4,5,False,,,True
757,Matt Morrison,male,56,Hispanic,Abandonned,4,9,1,1,1,Ireland,6.085,Meath,2,8,2,2,B,9,2,0,0.9,metro,13,2,False,,,False
758,Silvia Gil,female,71,Asian,extended family,2,4,3,1,3,Spain,5.491,País Vasco,1,2,6,4,B+,6,10,3,4.9,metro,73,10,False,,,True
759,Emma Clarke,female,52,White,biological family,3,1,4,2,9,New Zealand,7.277,Hawke'S Bay,7,3,1,5,C−,L3,6,1,10.1,motorbike,60,4,True,hobby,9,False
760,سینا سالاری,male,24,White,step family,3,3,2,2,5,Iran,5.721,مرکزی,5,1,10,10,B,7,1,0,5.3,bus,53,1,True,hobby,9,True
761,Milosav Pantelić,male,66,Black,Adopted,4,8,2,1,4,Serbia,7.078,Braničevo,6,5,2,4,D,9,8,3,20.5,motorbike,122,10,True,family business,9,True
762,Ivana Branković,female,30,Hispanic,Adopted,1,7,2,1,4,Serbia,5.078,South Bačka,2,10,4,6,A+,12,3,0,10.4,bus,104,4,True,craftsmanship,4,True
763,مارال گلشن,female,38,Asian,Adopted,1,6,3,2,1,Iran,5.721,خراسان جنوبی,2,1,1,7,D+,11,8,0,22.5,car,135,4,True,craftsmanship,5,False
764,Espen Grøtan,male,45,Black,Abandonned,4,5,4,1,5,Norway,5.392,Hedmark,4,2,8,4,A,M2,5,1,5.4,train,46,1,True,hobby,6,False
765,Parth Kaur,male,48,Hispanic,Abandonned,1,8,2,1,4,India,5.819,Punjab,1,5,5,7,F,L2,10,0,0.6,train,5,1,True,hobby,5,False
766,Hans-Peter Legrand,male,34,Black,step family,2,3,2,2,1,Switzerland,7.571,Vaud,4,2,3,5,C−,9,8,1,0.5,metro,7,9,False,,,False
767,Malou Møller,female,57,White,extended family,3,6,1,1,2,Denmark,5.62,Midtjylland,3,5,1,8,F,M2,8,0,18.0,bicycle,180,9,True,family business,1,False
768,Naomi Colin,female,27,Asian,step family,3,10,2,1,6,France,8.690000000000001,Lozère,7,7,1,5,B+,L3,6,3,20.0,metro,300,3,True,repetitive labour,10,False
769,Cathy Roberts,female,31,Arab,extended family,3,6,1,1,6,United Kingdom,6.064,Cheshire,6,4,4,1,D−,L1,9,2,8.3,train,71,4,False,,,True
770,Tanmay Sullad,male,43,White,extended family,2,9,4,2,6,India,5.819,Uttar Pradesh,2,9,3,3,D+,6,3,2,4.0,car,24,8,False,,,False
771,Lucas Mascareñas,male,35,White,Adopted,5,2,1,1,4,Mexico,8.317,Sonora,6,5,2,9,B−,10,7,3,1.3,walking,78,2,True,repetitive labour,9,False
772,Latife Özbey,female,31,White,Abandonned,5,1,1,1,4,Turkey,5.948,Tunceli,3,7,8,8,C,L3,5,1,18.0,bicycle,180,7,False,,,False
773,Esther Giraud,female,44,White,Adopted,4,2,2,1,5,Switzerland,6.571,Graubünden,6,7,10,7,C−,L1,3,3,2.5,walking,150,5,True,hobby,2,False
774,Josefina Fajardo,female,37,White,Abandonned,3,2,2,1,8,Mexico,6.317,Nuevo Leon,5,8,9,7,B+,L2,9,1,18.5,taxi,123,8,True,hobby,8,False
775,Jennifer James,female,55,Arab,extended family,5,3,3,2,7,Ireland,7.085,Longford,6,4,4,5,F,12,8,3,3.0,car,18,10,True,family business,10,False
776,Samira Schorn,female,54,Hispanic,extended family,4,9,1,1,2,Germany,9.155000000000001,Bayern,8,9,8,4,B+,1,7,1,6.8,bicycle,68,4,True,family business,7,False
777,آرمیتا رضایی,female,66,White,Abandonned,4,7,4,1,4,Iran,6.721,خراسان جنوبی,3,10,9,3,A,M2,8,3,5.9,train,50,2,True,craftsmanship,10,True
778,Neil Lee,male,59,White,biological family,2,7,1,1,8,Australia,8.183,Northern Territory,7,3,3,1,C+,M2,10,3,1.4,bus,13,2,False,,,True
779,Pramila Gatty,female,41,Black,Abandonned,5,9,1,1,9,India,5.819,Kerala,5,6,4,3,D,L3,5,0,3.8,walking,228,1,False,,,False
780,Željka Obradović,female,23,Black,Adopted,1,4,1,1,1,Serbia,4.078,Šumadija,2,10,6,1,B,L1,1,0,20.5,bicycle,205,5,True,craftsmanship,2,False
781,Vår Vallestad,female,22,Asian,biological family,4,3,2,2,2,Norway,8.392,Møre og Romsdal,3,3,5,4,A+,6,6,3,8.6,walking,516,10,True,hobby,8,False
782,Murat Demirel,male,59,White,Adopted,3,5,1,1,1,Turkey,5.948,Eskişehir,1,3,10,4,C,14,4,0,4.5,bicycle,45,3,True,family business,7,True
783,Ömür Mertoğlu,female,71,White,Abandonned,4,7,2,1,6,Turkey,5.948,Rize,1,3,10,3,A,13,5,3,5.3,bus,53,2,True,hobby,10,False
784,Girindra Padmanabha,male,22,Hispanic,Abandonned,5,10,4,3,1,India,3.819,Kerala,1,2,8,2,D+,10,9,3,22.0,taxi,146,7,True,family business,2,False
785,Virginiya Nemirovich-Danchenko,female,22,Asian,Adopted,4,1,1,1,5,Ukraine,5.875,Hmelnicka,4,8,8,6,A+,6,7,0,5.1,bicycle,51,6,False,,,False
786,Carl Otoole,male,48,White,biological family,3,5,3,1,8,Ireland,6.085,Waterford,6,3,8,2,C−,4,5,1,20.0,bus,200,3,False,,,True
787,Lyubomila Gorbenko,female,21,Asian,Abandonned,1,3,3,2,10,Ukraine,3.875,Avtonomna Respublika Krim,1,9,7,4,A,1,5,1,0.8,metro,12,5,False,,,True
788,Johnni Hawkins,male,42,Arab,Abandonned,1,10,3,3,9,Ireland,9.085,Limerick,3,10,8,2,C,L2,4,3,3.6,metro,54,3,False,,,True
789,Ezra Zhang,male,22,White,Abandonned,3,8,3,2,3,New Zealand,9.277000000000001,Wellington,6,3,9,3,C−,7,10,2,5.9,bus,59,7,True,craftsmanship,7,False
790,Minea Rinne,female,32,Arab,Abandonned,2,8,4,2,8,Finland,5.842,South Karelia,1,7,2,3,B+,L2,4,3,7.1,train,60,8,True,craftsmanship,2,True
791,Martha Mills,female,73,Hispanic,Abandonned,1,5,4,1,5,Australia,8.183,South Australia,6,7,2,4,A,9,4,1,3.1,taxi,20,6,False,,,True
792,Tomas Lozano,male,62,Black,biological family,2,9,1,1,4,Spain,8.491,Castilla y León,1,8,1,8,F,7,8,0,22.0,taxi,146,6,True,hobby,3,True
793,Addison Hanson,female,41,Hispanic,step family,5,6,4,3,4,United States,6.951,Delaware,5,10,8,1,B−,L1,2,0,12.5,taxi,83,8,False,,,True
794,Emmi Hokkanen,female,64,Hispanic,extended family,3,4,3,1,3,Finland,6.842,South Karelia,3,3,4,4,C,5,1,1,6.4,bicycle,64,5,False,,,False
795,Tracey Shelton,female,58,White,Abandonned,5,2,4,3,10,United States,7.951,Colorado,7,10,4,5,B+,8,6,1,1.0,train,8,2,True,craftsmanship,1,True
796,Silvia Gil,female,48,White,extended family,3,5,2,1,1,Spain,5.491,Comunidad Valenciana,4,5,1,10,A,11,5,1,12.5,taxi,83,9,False,,,False
797,Nadislava Zinkivskiy,female,76,Asian,step family,3,7,3,2,6,Ukraine,2.875,Volinska,2,7,8,6,B−,L1,3,1,16.0,bicycle,160,8,False,,,False
798,José Manuél Alemán,male,41,Arab,step family,2,7,1,1,3,Mexico,6.317,Sonora,1,8,3,4,B−,2,10,1,14.9,walking,894,6,False,,,True
799,Debbie Simmons,female,45,White,Adopted,2,4,1,1,5,United Kingdom,9.064,Grampian,1,4,4,10,B,6,4,2,2.0,taxi,13,2,False,,,True
800,Neal Berben,male,31,Black,Adopted,4,3,1,1,1,Netherlands,9.464,Gelderland,2,4,2,10,F,11,1,3,11.0,train,94,3,False,,,True
801,Justin Deschamps,male,71,Arab,biological family,4,10,2,1,2,France,8.690000000000001,Lot,7,3,5,10,D+,11,3,0,23.5,taxi,156,10,False,,,False
802,Sienna Moore,female,38,Black,Abandonned,1,3,1,1,10,New Zealand,9.277000000000001,Northland,1,5,1,1,A,13,4,2,10.7,motorbike,64,9,True,family business,5,False
803,Blagoje Stevanović,male,57,Black,Adopted,2,1,4,1,7,Serbia,5.078,Zaječar,1,7,2,8,B+,11,7,0,15.0,train,128,4,True,family business,10,True
804,Adner de Souza,male,74,Arab,biological family,4,8,2,1,6,Brazil,4.33,Paraná,4,6,6,6,B−,11,6,1,0.6,train,5,7,False,,,False
805,Alexander Soler,male,54,Asian,step family,4,5,4,1,9,Spain,7.491,Canarias,2,3,2,2,D−,12,2,1,5.4,car,32,1,True,family business,9,False
806,Natanja Geerman,female,24,Arab,extended family,5,2,3,1,8,Netherlands,6.464,Friesland,1,8,6,9,D−,L1,10,0,4.5,motorbike,27,10,True,craftsmanship,2,True
807,Claudia Stewart,female,60,Asian,Adopted,3,4,2,1,9,United States,7.951,Ohio,7,9,4,5,F,4,10,0,14.3,car,85,6,False,,,False
808,Carter Craig,male,43,Arab,Adopted,1,1,1,1,9,Australia,9.183,South Australia,7,10,1,10,A−,2,1,3,4.1,bicycle,40,1,False,,,False
809,Slavolyuba Gaydamaka,female,30,White,extended family,4,7,3,3,3,Ukraine,6.875,Mikolayivska,2,2,4,6,D−,10,3,3,8.0,train,68,8,True,family business,8,False
810,Ece Tahincioğlu,female,29,White,Abandonned,5,8,1,1,7,Turkey,3.9480000000000004,Kocaeli,3,7,1,10,F,10,6,2,1.5,train,12,8,False,,,False
811,Elisabet Brettschneider,female,32,Arab,biological family,4,7,4,2,5,Germany,6.155,Berlin,1,1,10,2,B+,L3,7,1,19.0,motorbike,114,6,False,,,False
812,سارا پارسا,female,45,Black,Adopted,5,9,2,1,5,Iran,2.721,مازندران,1,9,4,4,A−,L2,10,1,0.7,train,5,6,True,family business,5,True
813,Ella Williams,female,76,Arab,extended family,4,1,1,1,6,New Zealand,9.277000000000001,Gisborne,2,7,9,10,F,L3,2,1,3.5,metro,52,10,True,craftsmanship,7,False
814,Suzanne Jean,female,53,Asian,extended family,5,6,3,1,3,Switzerland,7.571,Solothurn,5,4,7,4,D,5,2,1,1.5,motorbike,9,6,True,repetitive labour,10,True
815,Logan Thomas,male,30,Hispanic,Adopted,1,7,3,3,7,France,4.69,Hautes-Pyrénées,2,8,8,6,B−,7,5,1,2.1,taxi,14,10,True,hobby,2,False
816,Riemke Jagersma,female,55,White,Adopted,2,7,4,1,10,Netherlands,9.464,Noord-Brabant,3,2,2,10,F,13,9,2,0.7,taxi,4,6,True,hobby,1,True
817,Viktorija Tripković,female,26,White,Abandonned,1,5,4,1,8,Serbia,7.078,Kosovska Mitrovica,7,10,8,1,D,14,9,2,3.3,train,28,6,True,repetitive labour,6,True
818,آریا محمدخان,male,49,Black,biological family,5,5,3,1,3,Iran,2.721,همدان,1,4,2,10,B−,2,9,3,1.7,bicycle,17,3,False,,,False
819,Ümit Avan,male,70,Asian,Abandonned,5,1,3,3,1,Turkey,4.948,Kahramanmaraş,1,10,10,5,D+,L3,9,0,10.7,train,91,5,False,,,False
820,Cheslava Bezpelchenko,female,38,Hispanic,biological family,3,9,2,2,7,Ukraine,5.875,Ternopilska,4,8,10,7,A,2,9,3,5.4,metro,81,2,True,repetitive labour,1,False
821,Jesus Rousseau,male,30,White,step family,1,5,1,1,4,Switzerland,6.571,Basel-Stadt,1,4,7,10,F,12,3,3,12.2,walking,732,5,False,,,False
822,Shaun Newman,male,47,Asian,Adopted,4,5,3,1,5,Ireland,7.085,Cavan,6,10,2,9,A−,14,8,2,7.7,motorbike,46,7,True,craftsmanship,10,True
823,Lisuarte Dias,male,30,Arab,step family,1,7,4,3,2,Brazil,8.33,Rio Grande do Norte,2,10,5,6,C,M1,7,2,1.4,walking,84,1,True,repetitive labour,7,True
824,Patricia Calvo,female,67,Arab,extended family,4,2,2,2,8,Spain,5.491,Melilla,4,6,8,9,C,9,4,1,22.0,motorbike,132,10,True,craftsmanship,5,True
825,Mario Wade,male,41,Asian,Adopted,5,5,1,1,6,United States,8.951,Massachusetts,6,1,7,6,B−,M2,1,1,23.5,taxi,156,1,True,family business,2,False
826,Maurice Weigand,male,51,Black,extended family,5,5,2,2,7,Germany,8.155000000000001,Schleswig-Holstein,1,10,9,7,A,12,5,2,1.6,train,13,8,False,,,True
827,Simon Mortensen,male,43,Asian,Abandonned,2,1,4,4,8,Denmark,7.62,Midtjylland,2,5,9,2,D+,12,10,2,11.0,bicycle,110,3,True,hobby,8,False
828,Dunja Ivančević,female,28,White,extended family,3,4,3,1,8,Serbia,8.078,Prizren,7,10,1,8,C,13,3,1,3.4,car,20,6,True,repetitive labour,2,True
829,Milovan Đokanović,male,31,Asian,biological family,2,8,1,1,9,Serbia,7.078,Kosovo,2,5,7,7,D,11,9,3,11.9,bicycle,119,6,False,,,True
830,Okan Sadıklar,male,37,White,biological family,4,9,1,1,8,Turkey,4.948,Bartın,2,3,1,5,C−,13,7,3,3.8,taxi,25,6,True,craftsmanship,3,True
831,Lydie Scheltinga,female,66,Asian,extended family,4,8,4,3,3,Netherlands,7.464,Flevoland,6,6,4,9,A+,9,8,2,5.0,metro,75,4,True,family business,9,False
832,Christina Bichler,female,73,White,Abandonned,3,3,3,3,6,Germany,6.155,Bremen,4,4,10,10,D−,14,1,2,0.8,train,6,7,False,,,True
833,Alicia Barnaby,female,73,Arab,extended family,4,4,2,2,2,Canada,7.103,Nunavut,1,5,2,10,B,6,8,3,4.9,walking,294,8,False,,,False
834,Apollinariya Borovec,female,26,Asian,extended family,4,6,2,2,4,Ukraine,5.875,Zakarpatska,2,10,2,2,B,12,3,0,8.3,metro,124,6,True,hobby,7,True
835,Jonathan Rendón,male,54,Hispanic,step family,4,8,1,1,5,Mexico,6.317,Tlaxcala,2,10,4,3,C,8,10,3,11.0,walking,660,7,False,,,True
836,Virginia Garrido,female,44,Asian,biological family,2,4,4,2,1,Spain,4.491,Ceuta,3,10,4,1,C−,3,3,2,12.8,bicycle,128,5,False,,,False
837,Philip Jensen,male,63,Black,biological family,4,1,1,1,4,Denmark,6.62,Syddanmark,4,8,5,4,D+,6,5,3,14.9,taxi,99,9,False,,,False
838,Mladen Stefanović,male,23,White,biological family,5,4,3,1,7,Serbia,4.078,South Bačka,1,4,2,1,B,12,6,3,22.5,bus,225,7,True,hobby,9,True
839,Matilda Hanninen,female,38,Black,Adopted,4,3,1,1,7,Finland,6.842,Päijät-Häme,6,5,7,9,B,14,4,2,5.9,walking,354,7,False,,,True
840,Zander Tucker,male,38,Arab,Abandonned,1,6,1,1,9,United Kingdom,8.064,County Fermanagh,1,1,1,10,C+,1,6,1,5.8,taxi,38,3,True,repetitive labour,7,True
841,Flora Morin,female,70,Hispanic,Abandonned,4,5,3,1,4,France,4.69,Hautes-Alpes,3,6,10,5,B,8,5,2,11.9,walking,714,2,True,craftsmanship,2,True
842,Enrique Ward,male,53,White,extended family,2,3,3,1,7,Australia,7.183,South Australia,3,1,4,10,D,13,9,2,15.0,motorbike,90,7,True,family business,1,False
843,Tina Nemanjić,female,47,White,Adopted,3,5,2,1,4,Serbia,7.078,Peć,7,1,10,2,A−,L1,7,0,6.4,bus,64,3,True,craftsmanship,2,True
844,Logan Patel,male,65,Arab,Abandonned,3,7,4,2,7,New Zealand,7.277,Otago,7,6,9,1,A−,11,10,0,4.4,taxi,29,4,True,hobby,2,True
845,Harper Johnson,female,26,Arab,step family,1,2,4,3,10,Canada,7.103,Prince Edward Island,7,8,5,6,B−,M1,4,1,21.5,train,184,6,False,,,False
846,Cléo Renaud,male,62,Hispanic,extended family,5,2,4,1,6,France,5.69,Pyrénées-Atlantiques,3,4,7,7,B−,9,5,1,20.0,taxi,133,9,True,craftsmanship,8,True
847,Layla Wright,female,41,White,step family,4,10,4,2,7,United States,8.951,New Jersey,1,5,10,3,F,14,10,2,21.0,motorbike,126,6,True,hobby,1,True
848,Florence Reid,female,32,White,Adopted,2,2,2,1,3,United Kingdom,8.064,Lincolnshire,2,6,5,7,D,4,2,2,23.5,metro,352,10,False,,,False
849,Siiri Leinonen,female,33,White,biological family,5,6,1,1,7,Finland,6.842,Kymenlaakso,1,9,1,1,B,3,10,1,18.5,metro,277,1,False,,,False
850,Marenne Lute,female,28,Asian,step family,4,10,2,2,6,Netherlands,7.464,Utrecht,1,5,10,8,F,L2,2,2,4.2,train,36,8,False,,,True
851,Hunter Walters,male,37,Arab,biological family,3,7,1,1,9,Ireland,5.085,Roscommon,2,5,8,10,D−,9,8,3,3.0,motorbike,18,4,False,,,True
852,Bojoura Verdult,female,67,Black,Adopted,4,7,3,3,5,Netherlands,8.464,Limburg,8,9,7,7,F,12,10,3,2.3,taxi,15,8,False,,,False
853,آیناز محمدخان,female,76,Hispanic,Adopted,3,9,1,1,6,Iran,3.721,سیستان و بلوچستان,2,10,9,8,B,7,2,0,2.4,bus,23,9,False,,,True
854,Marc Gallardo,male,65,Asian,Abandonned,2,9,2,2,8,Spain,5.491,Castilla y León,2,10,8,9,A,1,10,2,4.1,bicycle,40,4,True,craftsmanship,8,True
855,Adán Arevalo,male,70,Black,step family,1,2,4,1,10,Mexico,6.317,Chihuahua,2,4,8,6,D−,M1,8,1,12.5,car,75,6,True,craftsmanship,9,False
856,Rebecca Joos,female,66,Asian,Abandonned,1,4,2,2,2,Germany,7.155,Sachsen,3,6,4,7,F,L3,9,0,15.0,train,128,7,True,repetitive labour,10,True
857,Harriet Sikora,female,78,Hispanic,extended family,5,4,1,1,10,Germany,7.155,Hamburg,1,8,4,9,C+,L3,10,2,2.6,taxi,17,10,True,craftsmanship,10,False
858,Carl Pedersen,male,73,Arab,Abandonned,3,3,1,1,2,Denmark,5.62,Midtjylland,5,8,2,4,A−,M2,7,2,17.0,bus,170,3,False,,,False
859,Kylian Martinez,male,42,Arab,Abandonned,1,7,3,1,2,France,6.69,Haute-Marne,4,10,4,10,A,L2,3,2,12.8,taxi,85,3,True,family business,5,True
860,Ben Reid,male,60,Hispanic,Abandonned,3,4,1,1,10,United Kingdom,7.064,County Tyrone,4,7,2,7,B+,10,4,0,1.7,taxi,11,3,True,repetitive labour,1,False
861,Freddie Davis,male,31,White,step family,2,4,3,3,6,Australia,7.183,Northern Territory,7,3,9,3,B+,M2,3,0,15.0,car,90,6,False,,,True
862,Ignatius Zutt,male,52,Arab,extended family,3,6,4,2,8,Netherlands,5.464,Noord-Brabant,5,8,1,7,C+,5,4,1,4.3,bus,43,1,True,family business,10,True
863,Saana Maijala,female,24,Hispanic,Abandonned,2,6,1,1,8,Finland,5.842,Åland,4,8,7,2,D−,7,1,2,2.0,bus,20,7,False,,,True
864,Milla Jokinen,female,76,Black,step family,2,7,2,2,1,Finland,8.841999999999999,Päijät-Häme,4,3,6,3,A+,M2,9,3,6.8,taxi,45,9,False,,,False
865,Buse Sezek,female,48,White,Adopted,2,7,2,1,10,Turkey,5.948,Karaman,3,4,8,1,D,10,4,0,1.2,train,10,10,False,,,True
866,Carlota Cuellar,female,52,Hispanic,step family,4,10,3,1,7,Mexico,6.317,Nayarit,3,6,2,5,D−,L1,5,0,22.5,train,192,4,True,family business,10,True
867,Bozhko Oshchipko,male,56,Asian,biological family,3,6,2,1,1,Ukraine,5.875,Sumska,4,4,3,6,F,2,9,2,23.5,bus,235,4,True,family business,4,False
868,Marius Menard,male,32,Black,step family,2,9,4,3,2,France,6.69,Corse-du-Sud,4,7,9,9,B,10,2,0,20.0,car,120,9,True,hobby,1,True
869,Pedro Olmos,male,72,Arab,Abandonned,3,7,3,1,7,Mexico,8.317,San Luis Potosí,1,6,3,2,A−,L1,4,1,5.7,train,48,7,False,,,True
870,Barb Kim,female,37,Hispanic,extended family,1,1,2,2,3,United Kingdom,5.064,Cambridgeshire,3,1,8,5,D−,L2,1,3,5.2,walking,312,8,True,repetitive labour,6,True
871,Pedro Zúñiga,male,66,Black,step family,2,8,3,2,2,Mexico,7.317,Tlaxcala,6,10,8,10,B+,L2,6,2,23.0,car,138,1,False,,,True
872,سینا صدر,male,68,Black,Adopted,1,8,3,2,3,Iran,3.721,لرستان,3,7,3,2,B+,3,9,0,21.5,taxi,143,8,True,family business,1,True
873,Prvoslav Živanović,male,56,Black,Adopted,4,7,3,1,2,Serbia,4.078,Pirot,4,5,5,4,D,10,2,0,11.0,motorbike,66,9,True,hobby,5,False
874,Lena Reimer,female,57,White,step family,4,10,3,1,7,Germany,8.155000000000001,Niedersachsen,5,2,4,6,A,3,3,1,4.5,walking,270,9,True,hobby,3,False
875,Lorena Campos,female,71,Asian,Abandonned,1,1,1,1,8,Spain,4.491,Castilla la Mancha,1,5,4,5,B+,6,7,2,6.1,walking,366,4,False,,,True
876,Aurelino Freitas,male,69,Black,Abandonned,2,9,4,2,3,Brazil,6.33,Ceará,1,6,7,5,A−,7,5,0,6.3,metro,94,7,False,,,True
877,Luc Duval,male,41,Asian,biological family,1,6,3,3,1,Switzerland,8.571,St. Gallen,5,6,6,6,A,8,5,2,0.8,metro,12,3,False,,,True
878,Marvin Carr,male,78,Hispanic,Abandonned,4,6,2,1,8,United States,4.951,Arizona,2,4,1,9,C−,3,5,1,15.5,car,93,7,True,craftsmanship,6,False
879,Thomas Jordan,male,37,Asian,Abandonned,4,3,4,4,6,United Kingdom,9.064,Cambridgeshire,2,1,6,4,F,1,1,3,10.1,bicycle,101,6,True,craftsmanship,7,False
880,Diedrich Bergner,male,44,Asian,biological family,3,5,2,1,2,Germany,5.155,Nordrhein-Westfalen,1,10,6,10,C+,9,7,2,5.9,car,35,5,True,craftsmanship,10,False
881,Mira Vilotić,female,43,Hispanic,biological family,3,3,2,1,5,Serbia,5.078,Moravica,1,1,3,6,B,3,6,3,5.0,bicycle,50,2,False,,,True
882,Renato Robin,male,35,Black,extended family,1,5,4,1,7,Switzerland,6.571,Basel-Landschaft,1,8,5,10,C−,14,9,1,2.0,bicycle,20,9,True,craftsmanship,4,False
883,Gregory Woods,male,57,White,extended family,5,9,4,4,1,United States,6.951,Delaware,6,6,2,3,C+,12,3,0,21.0,car,126,10,False,,,True
884,Lucy Lee,female,27,Hispanic,Abandonned,3,7,4,1,4,New Zealand,7.277,Northland,5,1,6,1,B+,14,4,1,4.2,metro,63,6,False,,,False
885,Liam Jean,male,28,Arab,biological family,2,4,4,4,10,France,8.690000000000001,Haut-Rhin,3,7,6,1,D,7,2,0,11.0,bicycle,110,10,True,repetitive labour,9,False
886,Lola Miles,female,31,Hispanic,Abandonned,3,10,2,2,10,Ireland,6.085,Kilkenny,5,9,7,9,C−,11,6,3,4.0,bus,40,10,True,hobby,9,False
887,Ramona George,female,66,White,biological family,2,3,2,1,5,United States,5.951,New Hampshire,3,4,9,9,B,L1,9,0,11.6,motorbike,69,10,True,craftsmanship,8,False
888,Sebastian Clarke,male,55,White,biological family,3,3,2,2,8,New Zealand,5.277,Auckland,2,10,4,8,C−,7,7,3,6.4,train,54,6,True,repetitive labour,7,True
889,Valentin Andre,male,24,Arab,extended family,5,8,3,2,1,France,4.69,Haute-Garonne,3,1,4,2,B,14,9,3,2.7,train,23,6,True,family business,2,True
890,Hredhaan Bhat,male,23,Asian,biological family,1,10,2,2,2,India,3.819,Gujarat,2,10,9,6,B,9,4,1,6.2,metro,93,3,True,repetitive labour,1,False
891,آرمیتا موسوی,female,70,Asian,Adopted,3,3,3,2,9,Iran,6.721,مازندران,3,10,9,9,A,5,10,1,4.9,metro,73,2,False,,,True
892,Rahman Kleinendorst,male,50,Hispanic,Abandonned,2,7,4,3,2,Netherlands,8.464,Flevoland,7,7,9,8,A+,2,8,1,20.0,taxi,133,3,False,,,True
893,Chad Wright,male,63,White,Abandonned,1,3,1,1,10,Ireland,9.085,Louth,1,8,2,1,D−,M2,5,1,3.9,bus,39,9,False,,,False
894,سارا گلشن,female,30,Asian,biological family,1,10,1,1,6,Iran,4.721,قم,2,1,1,5,C−,L2,6,2,3.0,motorbike,18,1,True,craftsmanship,2,False
895,Viviana Lemoine,female,47,Hispanic,biological family,4,3,4,4,5,Switzerland,5.571,Vaud,2,8,7,6,D−,10,9,3,2.7,train,23,4,True,repetitive labour,9,False
896,Felix Jørgensen,male,50,Hispanic,Abandonned,4,2,1,1,4,Denmark,5.62,Danmark,2,1,10,3,D+,2,7,0,2.7,bus,27,6,False,,,False
897,Segismundo Lima,male,49,Arab,biological family,3,9,2,2,10,Brazil,7.33,Mato Grosso do Sul,4,7,9,4,D+,12,10,3,2.5,car,15,5,False,,,True
898,Kelly Kreuk,male,71,Asian,step family,4,10,1,1,2,Netherlands,6.464,Flevoland,2,9,8,2,A+,13,2,0,9.2,bus,92,10,True,hobby,10,False
899,Thomas Menard,male,48,White,step family,2,7,3,1,7,France,5.69,Rhône,3,5,5,5,A−,12,10,1,3.4,taxi,22,9,False,,,True
900,Umut Poçan,male,68,Arab,step family,3,9,2,2,6,Turkey,6.948,Aksaray,4,2,3,6,B+,5,10,2,3.1,car,18,3,True,family business,1,False
901,Vukota Šarić,male,38,White,extended family,3,6,4,4,3,Serbia,7.078,Prizren,2,2,8,5,C,7,8,2,22.0,metro,330,4,False,,,False
902,Ananya Mardhekar,female,44,Asian,step family,5,7,4,3,7,India,5.819,Karnataka,5,1,1,7,D,M1,2,2,17.5,taxi,116,5,True,hobby,3,True
903,Cosimo Robert,male,25,Arab,extended family,3,5,4,1,2,Switzerland,5.571,Obwalden,2,10,4,4,A,7,1,1,4.1,taxi,27,9,True,craftsmanship,6,False
904,Aubrey Roy,female,64,Hispanic,Adopted,2,10,1,1,6,Canada,6.103,Nunavut,1,1,2,6,F,4,4,3,0.7,walking,42,2,False,,,False
905,ملینا جعفری,female,63,Hispanic,step family,3,7,3,3,10,Iran,6.721,اردبیل,5,5,8,9,C+,M2,7,0,2.6,bicycle,26,8,True,repetitive labour,9,False
906,Ira Shayana,female,48,Black,step family,5,1,4,4,1,India,2.819,Assam,2,9,10,1,F,7,7,0,10.4,taxi,69,5,True,repetitive labour,2,True
907,Justine Clement,female,35,Hispanic,Abandonned,3,10,1,1,5,France,7.69,Landes,7,1,4,1,B,8,6,1,7.1,car,42,2,False,,,True
908,Tom Fields,male,61,Arab,extended family,3,6,4,4,1,United States,6.951,Kansas,5,4,3,9,F,8,3,3,5.3,metro,79,3,True,family business,6,False
909,Soham Pena,male,57,Arab,Adopted,4,1,4,1,9,United Kingdom,9.064,Oxfordshire,6,10,1,1,C−,M2,7,1,0.5,car,3,6,True,repetitive labour,2,True
910,Jackson Robertson,male,59,White,biological family,2,5,4,1,2,Australia,9.183,Western Australia,1,1,6,8,B−,M1,7,1,11.6,train,99,1,True,family business,4,False
911,Billie Anderson,female,44,Hispanic,extended family,4,7,1,1,4,United States,4.951,Alaska,3,2,10,4,C,5,6,2,12.8,bus,128,9,False,,,True
